sample38
ax,ay,az
0.15,-0.06,-1.00
0.13,-0.05,-1.00
0.11,-0.04,-1.00
0.09,-0.03,-1.00
0.07,-0.02,-1.00
0.05,-0.01,-1.00
0.03,-0.00,-1.00
0.01,0.01,-1.00
0.01,0.00,-1.00
0.01,0.00,-1.00
0.01,0.00,-1.00
0.01,0.00,-1.00
0.01,0.00,-1.00
0.00,0.00,-1.00
0.00,0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,0.00,-1.00
0.00,0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.01,-1.00
-0.00,-0.01,-1.00
-0.01,-0.02,-1.00
-0.02,-0.03,-1.00
-0.02,-0.04,-1.00
-0.03,-0.05,-1.00
-0.04,-0.06,-1.00
-0.04,-0.07,-1.00
-0.04,-0.07,-1.00
-0.04,-0.07,-1.00
-0.04,-0.06,-1.00
-0.03,-0.05,-1.00
-0.03,-0.04,-1.00
-0.02,-0.02,-1.00
-0.01,-0.00,-1.00
0.01,0.01,-1.00
0.02,0.03,-1.00
0.03,0.04,-1.00
0.03,0.05,-1.00
0.04,0.05,-0.99
0.04,0.05,-1.00
0.04,0.05,-1.00
0.04,0.05,-1.00
0.03,0.04,-1.00
0.03,0.04,-1.01
0.02,0.03,-1.01
0.02,0.02,-1.01
0.02,0.01,-1.01
0.02,0.00,-1.01
0.03,-0.00,-1.00
0.03,-0.01,-1.00
0.03,-0.01,-1.00
0.03,-0.01,-1.00
0.03,-0.02,-1.00
0.02,-0.02,-1.00
0.01,-0.02,-1.00
0.00,-0.02,-1.00
-0.00,-0.01,-1.00
-0.01,-0.01,-1.00
-0.01,-0.01,-1.00
-0.01,-0.01,-1.00
-0.01,-0.01,-1.00
-0.01,-0.02,-1.00
-0.00,-0.01,-1.00
-0.00,-0.01,-1.00
0.00,-0.02,-1.00
0.00,-0.02,-1.00
0.00,-0.02,-0.99
0.00,-0.02,-1.00
0.00,-0.02,-1.00
-0.00,-0.01,-1.00
-0.01,-0.01,-1.00
-0.02,-0.01,-1.00
-0.02,-0.01,-1.01
-0.02,-0.00,-1.01
-0.03,-0.00,-1.01
-0.03,-0.00,-1.01
-0.03,0.00,-1.01
-0.02,0.00,-1.00
-0.01,-0.00,-1.00
-0.01,-0.00,-1.00
-0.00,-0.00,-1.00
-0.00,-0.00,-1.00
-0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
0.00,-0.00,-1.00
