sample35
ax,ay,az
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-0.99
0.01,0.07,-0.99
0.01,0.07,-0.99
0.01,0.07,-0.99
0.01,0.07,-0.99
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
0.01,0.07,-1.00
