sample14
ax,ay,az
0.08,0.03,-0.98
0.07,0.02,-0.99
0.06,0.01,-0.99
0.04,-0.00,-0.99
0.03,-0.01,-1.00
0.02,-0.02,-1.00
0.01,-0.03,-1.00
-0.00,-0.04,-1.00
-0.00,-0.04,-1.00
-0.00,-0.04,-1.00
-0.01,-0.04,-1.00
-0.01,-0.04,-0.99
-0.02,-0.04,-0.98
-0.03,-0.05,-0.97
-0.04,-0.05,-0.96
-0.05,-0.04,-0.94
-0.07,-0.04,-0.91
-0.09,-0.04,-0.88
-0.12,-0.04,-0.83
-0.14,-0.04,-0.77
-0.16,-0.03,-0.71
-0.18,-0.03,-0.63
-0.20,-0.02,-0.55
-0.21,-0.00,-0.46
-0.21,0.01,-0.38
-0.22,0.03,-0.31
-0.22,0.04,-0.26
-0.21,0.06,-0.22
-0.22,0.06,-0.21
-0.22,0.06,-0.22
-0.22,0.03,-0.25
-0.23,-0.01,-0.29
-0.23,-0.06,-0.37
-0.23,-0.13,-0.45
-0.23,-0.21,-0.54
-0.22,-0.30,-0.64
-0.21,-0.39,-0.74
-0.20,-0.48,-0.84
-0.18,-0.55,-0.92
-0.16,-0.63,-1.00
-0.14,-0.69,-1.06
-0.13,-0.74,-1.11
-0.12,-0.78,-1.15
-0.11,-0.81,-1.18
-0.10,-0.82,-1.19
-0.11,-0.83,-1.20
-0.11,-0.83,-1.21
-0.12,-0.83,-1.22
-0.13,-0.83,-1.22
-0.15,-0.83,-1.23
-0.17,-0.84,-1.24
-0.19,-0.85,-1.26
-0.22,-0.87,-1.28
-0.24,-0.89,-1.31
-0.27,-0.91,-1.34
-0.30,-0.93,-1.36
-0.33,-0.95,-1.38
-0.36,-0.97,-1.40
-0.38,-0.98,-1.41
-0.40,-0.99,-1.41
-0.42,-1.01,-1.41
-0.43,-1.02,-1.40
-0.44,-1.03,-1.39
-0.44,-1.04,-1.37
-0.43,-1.05,-1.35
-0.42,-1.06,-1.33
-0.40,-1.06,-1.30
-0.38,-1.06,-1.27
-0.35,-1.05,-1.24
-0.32,-1.03,-1.20
-0.29,-1.01,-1.15
-0.25,-0.97,-1.10
-0.21,-0.93,-1.05
-0.17,-0.88,-0.99
-0.13,-0.83,-0.94
-0.09,-0.77,-0.87
-0.05,-0.70,-0.81
-0.01,-0.63,-0.75
0.03,-0.56,-0.69
0.06,-0.49,-0.63
0.09,-0.42,-0.57
0.11,-0.35,-0.52
0.13,-0.29,-0.48
0.14,-0.23,-0.44
0.15,-0.18,-0.41
0.16,-0.14,-0.39
0.17,-0.10,-0.37
0.17,-0.07,-0.37
0.16,-0.04,-0.36
0.16,-0.02,-0.37
0.15,-0.00,-0.37
0.14,0.01,-0.38
0.13,0.03,-0.38
0.11,0.03,-0.39
0.10,0.04,-0.40
0.08,0.04,-0.40
0.07,0.04,-0.41
0.06,0.03,-0.42
0.05,0.02,-0.43
0.05,0.01,-0.43
0.05,-0.00,-0.43
0.05,-0.02,-0.43
0.05,-0.03,-0.43
0.05,-0.05,-0.44
0.04,-0.07,-0.44
0.04,-0.08,-0.45
0.04,-0.10,-0.46
0.03,-0.12,-0.47
0.02,-0.14,-0.48
0.02,-0.16,-0.49
0.01,-0.18,-0.50
0.01,-0.20,-0.51
0.01,-0.21,-0.52
0.02,-0.23,-0.52
0.03,-0.25,-0.52
0.04,-0.27,-0.52
0.06,-0.31,-0.53
0.08,-0.34,-0.55
0.10,-0.39,-0.58
0.12,-0.44,-0.62
0.14,-0.49,-0.67
0.15,-0.55,-0.72
0.15,-0.60,-0.78
0.15,-0.65,-0.85
0.15,-0.70,-0.92
0.15,-0.74,-0.99
0.15,-0.78,-1.05
0.15,-0.81,-1.11
0.15,-0.84,-1.17
0.15,-0.86,-1.22
0.15,-0.88,-1.27
0.15,-0.89,-1.31
0.14,-0.90,-1.35
0.13,-0.90,-1.38
0.12,-0.90,-1.40
0.10,-0.89,-1.42
0.09,-0.88,-1.44
0.07,-0.87,-1.45
0.06,-0.87,-1.46
0.05,-0.86,-1.47
0.03,-0.85,-1.47
0.02,-0.85,-1.47
0.01,-0.85,-1.47
-0.00,-0.85,-1.47
-0.01,-0.85,-1.47
-0.01,-0.85,-1.46
-0.01,-0.85,-1.45
0.00,-0.85,-1.44
0.01,-0.85,-1.42
0.02,-0.85,-1.40
0.04,-0.85,-1.38
0.06,-0.84,-1.36
0.08,-0.83,-1.34
0.10,-0.82,-1.31
0.13,-0.80,-1.29
0.15,-0.79,-1.26
0.19,-0.78,-1.23
0.22,-0.76,-1.20
0.26,-0.75,-1.16
0.30,-0.73,-1.13
0.33,-0.71,-1.10
0.36,-0.69,-1.06
0.37,-0.66,-1.02
0.37,-0.62,-0.98
0.37,-0.57,-0.93
0.36,-0.52,-0.88
0.33,-0.47,-0.82
0.31,-0.41,-0.76
0.28,-0.36,-0.70
0.25,-0.30,-0.64
0.22,-0.24,-0.58
0.20,-0.18,-0.53
0.18,-0.12,-0.49
0.16,-0.06,-0.45
0.14,-0.01,-0.43
0.13,0.04,-0.41
0.12,0.07,-0.40
0.12,0.11,-0.40
0.13,0.13,-0.41
0.13,0.14,-0.42
0.15,0.15,-0.44
0.16,0.14,-0.46
0.17,0.14,-0.49
0.18,0.13,-0.51
0.19,0.11,-0.55
0.20,0.10,-0.58
0.21,0.08,-0.61
0.21,0.06,-0.65
0.22,0.04,-0.68
0.22,0.02,-0.71
0.22,0.01,-0.74
0.23,-0.01,-0.77
0.23,-0.02,-0.79
0.23,-0.04,-0.82
0.22,-0.04,-0.84
0.21,-0.05,-0.86
0.20,-0.05,-0.88
0.18,-0.05,-0.90
0.16,-0.05,-0.92
0.15,-0.04,-0.93
0.13,-0.04,-0.95
0.11,-0.03,-0.96
0.10,-0.03,-0.97
0.09,-0.02,-0.98
0.09,-0.02,-0.99
0.09,-0.01,-0.99
0.09,-0.01,-0.99
0.09,-0.01,-0.99
0.09,-0.00,-0.99
0.10,-0.00,-0.99
0.10,-0.00,-0.99
0.10,-0.01,-0.99
0.11,-0.01,-0.99
0.11,-0.01,-1.00
0.12,-0.02,-1.00
0.12,-0.02,-1.00
0.13,-0.02,-1.00
0.13,-0.03,-1.00
0.14,-0.03,-1.00
0.14,-0.03,-1.00
0.15,-0.03,-1.00
0.15,-0.03,-1.01
0.15,-0.03,-1.01
0.15,-0.03,-1.01
0.14,-0.03,-1.01
0.14,-0.03,-1.01
0.14,-0.03,-1.01
0.14,-0.03,-1.01
0.13,-0.03,-1.01
0.13,-0.03,-1.01
0.13,-0.03,-1.00
0.13,-0.03,-1.00
0.13,-0.03,-1.00
0.13,-0.03,-1.00
0.12,-0.03,-1.00
0.12,-0.03,-1.00
0.12,-0.04,-1.00
0.12,-0.04,-1.00
0.12,-0.05,-1.00
0.12,-0.05,-1.01
0.11,-0.06,-1.01
0.11,-0.06,-1.01
0.11,-0.06,-1.01
0.11,-0.07,-1.01
0.11,-0.07,-1.01
0.11,-0.07,-1.00
0.11,-0.06,-1.00
0.11,-0.06,-1.00
0.10,-0.06,-0.99
0.10,-0.06,-0.99
0.10,-0.06,-0.99
0.10,-0.06,-0.99
0.09,-0.06,-0.99
0.09,-0.06,-0.99
0.09,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00
0.09,-0.07,-1.00
0.09,-0.07,-0.99
0.09,-0.07,-0.99
0.09,-0.07,-0.99
0.09,-0.07,-0.99
0.10,-0.07,-0.99
0.10,-0.07,-0.99
0.10,-0.07,-0.98
0.11,-0.07,-0.98
0.11,-0.07,-0.98
0.11,-0.07,-0.98
0.11,-0.07,-0.98
0.10,-0.07,-0.98
0.10,-0.07,-0.99
0.10,-0.07,-0.99
0.09,-0.07,-0.99
0.09,-0.07,-0.99
0.09,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00
0.08,-0.07,-1.00




