sample20
ax,ay,az
0.18,-0.10,-0.98
0.16,-0.10,-0.99
0.15,-0.10,-0.99
0.13,-0.11,-0.99
0.12,-0.11,-0.99
0.11,-0.11,-0.99
0.09,-0.11,-0.99
0.08,-0.11,-0.98
0.08,-0.12,-0.98
0.07,-0.12,-0.98
0.07,-0.13,-0.97
0.06,-0.13,-0.97
0.06,-0.14,-0.96
0.05,-0.14,-0.95
0.05,-0.14,-0.95
0.04,-0.15,-0.94
0.03,-0.15,-0.92
0.02,-0.15,-0.90
0.01,-0.15,-0.88
-0.01,-0.14,-0.84
-0.03,-0.14,-0.80
-0.05,-0.15,-0.74
-0.08,-0.15,-0.68
-0.10,-0.15,-0.60
-0.12,-0.15,-0.52
-0.13,-0.16,-0.44
-0.14,-0.16,-0.37
-0.15,-0.16,-0.31
-0.15,-0.17,-0.25
-0.15,-0.18,-0.23
-0.14,-0.19,-0.21
-0.12,-0.20,-0.23
-0.10,-0.22,-0.26
-0.08,-0.25,-0.32
-0.05,-0.28,-0.38
-0.01,-0.31,-0.46
0.04,-0.34,-0.54
0.09,-0.37,-0.64
0.16,-0.41,-0.75
0.22,-0.47,-0.85
0.28,-0.53,-0.96
0.34,-0.59,-1.04
0.40,-0.66,-1.13
0.44,-0.73,-1.18
0.46,-0.80,-1.23
0.46,-0.88,-1.26
0.44,-0.95,-1.28
0.41,-1.00,-1.30
0.36,-1.05,-1.31
0.32,-1.09,-1.32
0.27,-1.13,-1.33
0.23,-1.17,-1.33
0.19,-1.20,-1.33
0.16,-1.23,-1.32
0.14,-1.25,-1.30
0.12,-1.26,-1.28
0.10,-1.27,-1.24
0.08,-1.27,-1.21
0.06,-1.27,-1.19
0.04,-1.26,-1.18
0.02,-1.26,-1.16
0.01,-1.25,-1.15
-0.00,-1.24,-1.14
-0.00,-1.23,-1.13
0.00,-1.22,-1.12
0.01,-1.20,-1.12
0.03,-1.18,-1.11
0.04,-1.16,-1.10
0.06,-1.13,-1.08
0.08,-1.10,-1.05
0.10,-1.06,-1.02
0.12,-1.02,-0.99
0.14,-0.97,-0.94
0.16,-0.91,-0.90
0.18,-0.86,-0.86
0.20,-0.80,-0.81
0.21,-0.74,-0.75
0.21,-0.68,-0.70
0.21,-0.62,-0.65
0.21,-0.56,-0.60
0.21,-0.50,-0.55
0.20,-0.44,-0.50
0.20,-0.39,-0.46
0.19,-0.34,-0.43
0.18,-0.28,-0.39
0.17,-0.23,-0.37
0.16,-0.18,-0.35
0.15,-0.14,-0.33
0.15,-0.09,-0.32
0.14,-0.06,-0.30
0.14,-0.02,-0.29
0.13,0.01,-0.28
0.13,0.03,-0.28
0.13,0.05,-0.29
0.13,0.06,-0.29
0.14,0.07,-0.30
0.14,0.07,-0.31
0.14,0.07,-0.31
0.15,0.06,-0.32
0.15,0.05,-0.32
0.15,0.03,-0.32
0.15,0.02,-0.33
0.16,-0.00,-0.33
0.16,-0.02,-0.34
0.17,-0.04,-0.35
0.18,-0.07,-0.37
0.19,-0.09,-0.40
0.21,-0.13,-0.43
0.23,-0.16,-0.46
0.25,-0.20,-0.49
0.27,-0.25,-0.54
0.28,-0.29,-0.59
0.30,-0.33,-0.65
0.32,-0.37,-0.71
0.34,-0.40,-0.77
0.35,-0.43,-0.83
0.37,-0.45,-0.89
0.38,-0.46,-0.94
0.40,-0.47,-0.98
0.41,-0.48,-1.01
0.43,-0.48,-1.04
0.44,-0.48,-1.05
0.44,-0.48,-1.06
0.44,-0.48,-1.07
0.43,-0.47,-1.08
0.42,-0.46,-1.09
0.41,-0.45,-1.10
0.39,-0.44,-1.11
0.37,-0.43,-1.11
0.36,-0.43,-1.12
0.35,-0.42,-1.12
0.34,-0.43,-1.12
0.34,-0.43,-1.12
0.34,-0.45,-1.12
0.34,-0.47,-1.13
0.34,-0.50,-1.15
0.34,-0.54,-1.18
0.34,-0.59,-1.22
0.34,-0.64,-1.26
0.34,-0.70,-1.31
0.34,-0.76,-1.35
0.34,-0.81,-1.38
0.34,-0.86,-1.41
0.34,-0.91,-1.42
0.34,-0.94,-1.43
0.34,-0.96,-1.43
0.33,-0.97,-1.43
0.33,-0.97,-1.40
0.32,-0.96,-1.37
0.31,-0.94,-1.34
0.30,-0.91,-1.30
0.29,-0.88,-1.26
0.28,-0.85,-1.22
0.28,-0.81,-1.18
0.28,-0.77,-1.15
0.28,-0.74,-1.12
0.29,-0.70,-1.09
0.29,-0.66,-1.06
0.30,-0.63,-1.03
0.31,-0.59,-0.99
0.31,-0.55,-0.96
0.32,-0.51,-0.93
0.32,-0.47,-0.90
0.32,-0.43,-0.88
0.32,-0.39,-0.85
0.32,-0.35,-0.83
0.32,-0.31,-0.80
0.33,-0.27,-0.78
0.34,-0.22,-0.75
0.35,-0.18,-0.71
0.36,-0.14,-0.66
0.37,-0.11,-0.63
0.37,-0.07,-0.59
0.38,-0.04,-0.57
0.38,-0.02,-0.56
0.38,0.00,-0.55
0.37,0.02,-0.55
0.37,0.04,-0.55
0.36,0.05,-0.56
0.35,0.05,-0.56
0.34,0.06,-0.57
0.33,0.06,-0.58
0.32,0.05,-0.59
0.31,0.05,-0.61
0.29,0.04,-0.63
0.28,0.03,-0.66
0.27,0.02,-0.69
0.26,0.01,-0.71
0.25,0.01,-0.74
0.24,0.00,-0.76
0.24,-0.00,-0.78
0.23,-0.00,-0.80
0.22,-0.00,-0.82
0.21,0.00,-0.83
0.19,0.01,-0.85
0.19,0.01,-0.86
0.18,0.01,-0.88
