sample15
ax,ay,az
0.09,-0.12,-0.99
0.06,-0.11,-0.99
0.04,-0.11,-0.99
0.02,-0.10,-0.99
-0.00,-0.09,-0.99
-0.03,-0.09,-0.99
-0.05,-0.08,-0.99
-0.07,-0.08,-0.99
-0.07,-0.08,-0.99
-0.07,-0.08,-0.99
-0.07,-0.08,-0.99
-0.08,-0.08,-0.99
-0.08,-0.08,-0.99
-0.08,-0.08,-0.99
-0.08,-0.08,-0.99
-0.09,-0.08,-0.99
-0.09,-0.08,-0.98
-0.09,-0.08,-0.98
-0.09,-0.08,-0.98
-0.09,-0.08,-0.98
-0.10,-0.08,-0.98
-0.10,-0.08,-0.98
-0.10,-0.08,-0.98
-0.10,-0.08,-0.97
-0.10,-0.09,-0.97
-0.11,-0.09,-0.96
-0.12,-0.10,-0.95
-0.13,-0.10,-0.93
-0.14,-0.11,-0.91
-0.16,-0.12,-0.88
-0.18,-0.13,-0.84
-0.20,-0.14,-0.80
-0.21,-0.15,-0.74
-0.23,-0.16,-0.68
-0.24,-0.16,-0.62
-0.25,-0.16,-0.56
-0.25,-0.16,-0.50
-0.25,-0.15,-0.45
-0.25,-0.15,-0.42
-0.24,-0.14,-0.39
-0.24,-0.14,-0.39
-0.23,-0.14,-0.40
-0.23,-0.14,-0.42
-0.22,-0.15,-0.46
-0.22,-0.15,-0.50
-0.21,-0.15,-0.56
-0.20,-0.16,-0.62
-0.19,-0.16,-0.69
-0.18,-0.17,-0.75
-0.16,-0.18,-0.81
-0.15,-0.19,-0.87
-0.13,-0.21,-0.92
-0.11,-0.22,-0.97
-0.10,-0.24,-1.02
-0.09,-0.26,-1.07
-0.09,-0.29,-1.12
-0.10,-0.32,-1.17
-0.11,-0.35,-1.22
-0.13,-0.38,-1.28
-0.15,-0.41,-1.34
-0.18,-0.44,-1.41
-0.22,-0.47,-1.47
-0.25,-0.48,-1.53
-0.29,-0.49,-1.57
-0.32,-0.50,-1.61
-0.36,-0.49,-1.63
-0.39,-0.48,-1.65
-0.43,-0.47,-1.65
-0.46,-0.45,-1.65
-0.48,-0.43,-1.64
-0.51,-0.42,-1.63
-0.53,-0.40,-1.63
-0.55,-0.39,-1.62
-0.57,-0.39,-1.61
-0.57,-0.38,-1.60
-0.57,-0.38,-1.59
-0.57,-0.38,-1.57
-0.55,-0.39,-1.54
-0.52,-0.40,-1.50
-0.49,-0.40,-1.46
-0.46,-0.41,-1.41
-0.42,-0.41,-1.35
-0.38,-0.40,-1.29
-0.34,-0.40,-1.22
-0.31,-0.39,-1.15
-0.27,-0.37,-1.08
-0.23,-0.36,-1.00
-0.19,-0.34,-0.92
-0.15,-0.32,-0.84
-0.10,-0.30,-0.76
