sample40
ax,ay,az
0.20,-0.02,-0.52
0.29,-0.11,-0.54
0.38,-0.19,-0.56
0.46,-0.29,-0.58
0.53,-0.38,-0.61
0.59,-0.46,-0.65
0.64,-0.51,-0.70
0.67,-0.50,-0.75
0.61,-0.51,-0.75
0.54,-0.51,-0.75
0.46,-0.52,-0.74
0.36,-0.51,-0.74
0.26,-0.51,-0.73
0.14,-0.50,-0.71
0.02,-0.49,-0.68
-0.11,-0.49,-0.64
-0.24,-0.49,-0.60
-0.36,-0.49,-0.56
-0.47,-0.50,-0.53
-0.55,-0.50,-0.49
-0.62,-0.50,-0.46
-0.66,-0.50,-0.45
-0.69,-0.49,-0.45
-0.69,-0.48,-0.45
-0.69,-0.47,-0.45
-0.66,-0.46,-0.45
-0.62,-0.47,-0.46
-0.55,-0.48,-0.49
-0.48,-0.49,-0.52
-0.38,-0.50,-0.55
-0.28,-0.51,-0.59
-0.16,-0.52,-0.62
-0.03,-0.52,-0.66
0.10,-0.50,-0.69
0.24,-0.47,-0.72
0.37,-0.42,-0.74
0.50,-0.37,-0.76
0.62,-0.31,-0.78
0.73,-0.24,-0.79
0.82,-0.17,-0.81
0.90,-0.11,-0.82
0.96,-0.05,-0.83
1.00,0.00,-0.84
1.02,0.03,-0.85
1.04,0.06,-0.85
1.04,0.07,-0.86
1.05,0.09,-0.87
1.05,0.11,-0.88
1.06,0.13,-0.89
1.05,0.16,-0.90
1.04,0.18,-0.91
1.02,0.20,-0.90
1.00,0.20,-0.90
0.95,0.19,-0.88
0.90,0.16,-0.86
0.83,0.12,-0.83
0.75,0.07,-0.79
0.66,0.03,-0.76
0.57,-0.02,-0.73
0.47,-0.07,-0.69
0.37,-0.10,-0.65
0.25,-0.13,-0.62
0.13,-0.15,-0.58
0.01,-0.18,-0.54
-0.11,-0.21,-0.50
-0.21,-0.25,-0.47
-0.32,-0.29,-0.44
-0.41,-0.35,-0.42
-0.50,-0.40,-0.41
-0.57,-0.45,-0.40
-0.63,-0.51,-0.40
-0.67,-0.56,-0.41
-0.71,-0.62,-0.41
-0.72,-0.66,-0.42
-0.73,-0.70,-0.44
-0.71,-0.72,-0.44
-0.69,-0.73,-0.45
-0.64,-0.73,-0.46
-0.58,-0.72,-0.47
-0.50,-0.69,-0.49
-0.41,-0.66,-0.51
-0.30,-0.63,-0.54
-0.19,-0.61,-0.57
-0.08,-0.58,-0.60
0.03,-0.56,-0.63
0.14,-0.54,-0.66
0.24,-0.51,-0.68
0.34,-0.47,-0.68
0.44,-0.43,-0.68
0.56,-0.38,-0.68
0.68,-0.32,-0.68
0.82,-0.26,-0.70
0.96,-0.18,-0.72
1.09,-0.11,-0.75
1.21,-0.03,-0.78
1.30,0.02,-0.81
1.36,0.07,-0.84
1.36,0.09,-0.86
1.33,0.10,-0.87
1.26,0.08,-0.86
1.16,0.04,-0.85
1.03,-0.01,-0.83
0.90,-0.08,-0.81
0.75,-0.15,-0.78
0.61,-0.21,-0.76
0.46,-0.26,-0.73
0.31,-0.29,-0.71
0.17,-0.32,-0.68
0.04,-0.34,-0.66
-0.09,-0.35,-0.63
-0.20,-0.35,-0.61
-0.28,-0.36,-0.60
-0.36,-0.36,-0.59
-0.40,-0.37,-0.58
-0.43,-0.38,-0.59
-0.44,-0.38,-0.59
-0.44,-0.39,-0.60
-0.42,-0.39,-0.60
-0.40,-0.39,-0.61
-0.35,-0.39,-0.61
-0.30,-0.39,-0.62
-0.23,-0.39,-0.63
-0.15,-0.40,-0.63
-0.06,-0.39,-0.64
0.05,-0.39,-0.66
0.16,-0.39,-0.67
0.28,-0.39,-0.68
0.40,-0.37,-0.70
0.52,-0.35,-0.71
0.63,-0.32,-0.72
0.73,-0.29,-0.74
0.83,-0.26,-0.75
0.92,-0.22,-0.77
0.98,-0.18,-0.78
1.04,-0.13,-0.80
1.08,-0.10,-0.81
1.11,-0.07,-0.82
1.11,-0.05,-0.83
1.11,-0.04,-0.83
1.10,-0.03,-0.83
1.07,-0.03,-0.83
1.04,-0.05,-0.82
1.00,-0.08,-0.81
0.97,-0.11,-0.80
0.94,-0.14,-0.80
0.90,-0.17,-0.80
0.87,-0.20,-0.80
0.82,-0.24,-0.80
0.76,-0.27,-0.79
0.69,-0.30,-0.79
0.60,-0.32,-0.78
0.49,-0.34,-0.76
0.36,-0.36,-0.73
0.21,-0.38,-0.69
0.07,-0.39,-0.66
-0.06,-0.40,-0.62
-0.17,-0.40,-0.59
-0.24,-0.41,-0.58
-0.29,-0.42,-0.57
-0.28,-0.44,-0.59
-0.25,-0.45,-0.61
-0.18,-0.46,-0.64
-0.10,-0.47,-0.68
-0.02,-0.48,-0.72
0.07,-0.49,-0.75
0.13,-0.49,-0.78
0.17,-0.49,-0.80
0.19,-0.50,-0.81
0.20,-0.51,-0.82
0.19,-0.52,-0.83
0.18,-0.52,-0.83
0.16,-0.53,-0.83
0.15,-0.54,-0.83
0.14,-0.53,-0.83
0.14,-0.52,-0.83
0.14,-0.50,-0.82
0.15,-0.47,-0.81
0.16,-0.46,-0.79
0.19,-0.45,-0.78
0.23,-0.45,-0.77
0.28,-0.46,-0.78
0.35,-0.47,-0.79
0.42,-0.49,-0.80
0.50,-0.51,-0.82
0.57,-0.52,-0.85
0.62,-0.52,-0.87
0.66,-0.52,-0.89
0.66,-0.52,-0.91
0.66,-0.52,-0.91
0.62,-0.51,-0.91
0.58,-0.51,-0.91
0.53,-0.50,-0.90
0.48,-0.50,-0.89
0.43,-0.50,-0.88
0.38,-0.50,-0.87
0.33,-0.50,-0.86
0.28,-0.49,-0.85
0.23,-0.49,-0.84
0.19,-0.49,-0.82
0.14,-0.48,-0.80
0.09,-0.48,-0.78
0.04,-0.48,-0.76
-0.01,-0.48,-0.74
-0.06,-0.47,-0.72
-0.10,-0.46,-0.70
-0.15,-0.46,-0.68
-0.20,-0.46,-0.66
-0.24,-0.46,-0.64
-0.27,-0.47,-0.63
-0.30,-0.48,-0.61
-0.32,-0.49,-0.60
-0.33,-0.50,-0.59
-0.33,-0.51,-0.59
-0.31,-0.52,-0.59
-0.28,-0.52,-0.61
-0.23,-0.53,-0.62
-0.17,-0.53,-0.64
-0.09,-0.54,-0.66
0.00,-0.55,-0.68
0.11,-0.56,-0.71
0.21,-0.56,-0.73
0.33,-0.56,-0.76
0.45,-0.55,-0.78
0.56,-0.53,-0.81
0.68,-0.51,-0.83
0.77,-0.48,-0.86
0.86,-0.45,-0.88
0.91,-0.42,-0.90
0.95,-0.39,-0.92
0.95,-0.37,-0.92
0.94,-0.35,-0.92
0.90,-0.34,-0.92
0.84,-0.33,-0.91
0.76,-0.33,-0.89
0.68,-0.33,-0.87
0.59,-0.33,-0.85
0.50,-0.34,-0.82
0.41,-0.35,-0.80
0.32,-0.35,-0.77
0.24,-0.37,-0.75
0.16,-0.38,-0.73
0.09,-0.41,-0.72
0.04,-0.43,-0.70
0.00,-0.45,-0.70
-0.02,-0.47,-0.70
-0.03,-0.48,-0.71
-0.02,-0.49,-0.72
0.01,-0.51,-0.73
0.05,-0.52,-0.75
0.09,-0.52,-0.76
