sample34
ax,ay,az
-0.06,0.01,-0.92
-0.06,0.00,-0.92
-0.06,-0.00,-0.93
-0.05,-0.01,-0.94
-0.04,-0.02,-0.95
-0.04,-0.02,-0.97
-0.03,-0.03,-0.98
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.03,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
-0.03,-0.04,-1.00
