sample21
ax,ay,az
0.19,-0.07,-0.96
0.18,-0.11,-0.96
0.16,-0.16,-0.95
0.15,-0.20,-0.94
0.14,-0.24,-0.93
0.12,-0.28,-0.93
0.11,-0.32,-0.91
0.09,-0.37,-0.90
0.09,-0.36,-0.90
0.09,-0.36,-0.90
0.08,-0.36,-0.90
0.07,-0.36,-0.90
0.07,-0.37,-0.90
0.06,-0.37,-0.90
0.06,-0.38,-0.90
0.05,-0.38,-0.91
0.05,-0.39,-0.91
0.05,-0.40,-0.92
0.04,-0.40,-0.92
0.04,-0.41,-0.93
0.04,-0.41,-0.93
0.03,-0.41,-0.94
0.02,-0.41,-0.94
0.00,-0.41,-0.95
-0.01,-0.41,-0.96
-0.04,-0.41,-0.97
-0.06,-0.41,-0.99
-0.09,-0.41,-1.01
-0.11,-0.42,-1.03
-0.13,-0.43,-1.06
-0.15,-0.45,-1.09
-0.17,-0.47,-1.12
-0.18,-0.49,-1.14
-0.19,-0.51,-1.16
-0.18,-0.53,-1.17
-0.17,-0.54,-1.17
-0.16,-0.54,-1.16
-0.14,-0.54,-1.14
-0.12,-0.53,-1.13
-0.10,-0.52,-1.10
-0.07,-0.51,-1.08
-0.05,-0.50,-1.06
-0.02,-0.49,-1.04
-0.00,-0.49,-1.02
0.02,-0.48,-1.00
0.04,-0.47,-0.99
0.05,-0.45,-0.97
0.07,-0.44,-0.96
0.08,-0.43,-0.95
0.09,-0.41,-0.95
0.10,-0.40,-0.94
0.10,-0.40,-0.94
0.11,-0.39,-0.94
0.12,-0.39,-0.95
0.12,-0.38,-0.95
0.13,-0.38,-0.96
0.13,-0.38,-0.96
0.14,-0.37,-0.96
0.14,-0.37,-0.96
0.14,-0.36,-0.96
0.14,-0.35,-0.96
0.14,-0.34,-0.95
0.14,-0.33,-0.95
0.14,-0.32,-0.95
0.13,-0.31,-0.95
0.13,-0.30,-0.95
0.13,-0.29,-0.95
0.12,-0.28,-0.95
0.12,-0.26,-0.94
0.12,-0.25,-0.94
0.11,-0.24,-0.94
0.11,-0.23,-0.95
0.10,-0.22,-0.95
0.10,-0.21,-0.96
0.11,-0.20,-0.96
0.11,-0.20,-0.97
0.12,-0.20,-0.98
0.13,-0.19,-0.98
0.14,-0.19,-0.98
0.15,-0.18,-0.98
0.16,-0.18,-0.99
0.17,-0.17,-0.99
0.19,-0.17,-0.99
0.20,-0.16,-0.99
0.22,-0.16,-0.99
0.23,-0.16,-0.98
0.25,-0.16,-0.98
0.27,-0.16,-0.97
0.29,-0.16,-0.96
0.31,-0.16,-0.95
0.34,-0.16,-0.93
0.35,-0.15,-0.91
0.37,-0.15,-0.89
0.38,-0.14,-0.87
0.40,-0.14,-0.85
0.41,-0.13,-0.83
0.41,-0.12,-0.81
0.42,-0.12,-0.80
0.42,-0.11,-0.79
0.41,-0.11,-0.79
0.41,-0.11,-0.79
0.40,-0.10,-0.80
0.39,-0.10,-0.80
0.38,-0.09,-0.80
0.37,-0.09,-0.80
0.36,-0.08,-0.80
0.35,-0.07,-0.80
0.35,-0.06,-0.79
0.35,-0.04,-0.79
0.35,-0.04,-0.78
0.35,-0.03,-0.78
0.34,-0.02,-0.78
0.34,-0.02,-0.79
0.34,-0.02,-0.79
0.33,-0.02,-0.80
0.33,-0.01,-0.80
0.32,-0.01,-0.81
0.32,-0.01,-0.81
0.31,-0.01,-0.82
0.31,-0.01,-0.83
0.30,-0.01,-0.84
0.29,-0.01,-0.85
0.29,-0.01,-0.86
0.28,-0.01,-0.87
0.28,-0.00,-0.88
0.27,-0.00,-0.89
0.27,0.00,-0.90
0.27,0.00,-0.91
0.26,0.00,-0.92
0.26,0.01,-0.93
0.26,0.00,-0.93
0.26,0.00,-0.94
0.25,0.00,-0.95
0.25,-0.00,-0.96
0.25,-0.00,-0.97
0.25,-0.00,-0.98
0.25,-0.01,-0.98
0.25,-0.01,-0.99
0.25,-0.01,-0.99
0.26,-0.01,-0.99
0.26,-0.01,-0.99
0.26,-0.01,-0.99
0.27,-0.01,-0.98
0.27,-0.01,-0.98
0.27,-0.01,-0.98
0.28,-0.01,-0.98
0.28,-0.01,-0.98
0.28,-0.01,-0.98
0.28,-0.01,-0.98
0.28,-0.01,-0.98
0.28,-0.01,-0.98
0.28,-0.01,-0.97
0.28,-0.01,-0.97
0.28,-0.00,-0.97
0.28,-0.00,-0.97
0.28,-0.00,-0.97
0.28,-0.00,-0.97
0.28,0.00,-0.97
0.28,0.00,-0.97
0.27,0.00,-0.97
0.27,0.00,-0.96
0.27,-0.00,-0.96
0.26,-0.00,-0.96
0.26,-0.00,-0.96
0.26,-0.00,-0.96
0.26,-0.01,-0.96
0.26,-0.01,-0.96
0.26,-0.01,-0.96
0.26,-0.01,-0.96
0.26,-0.01,-0.96
0.26,-0.02,-0.96
0.26,-0.02,-0.96
0.26,-0.02,-0.96
0.26,-0.02,-0.96
0.25,-0.02,-0.96
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.26,-0.03,-0.97
0.26,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.97
0.24,-0.02,-0.97
0.24,-0.02,-0.97
0.24,-0.02,-0.97
0.24,-0.02,-0.97
0.24,-0.02,-0.97
0.24,-0.02,-0.97
0.24,-0.02,-0.97
0.24,-0.02,-0.97
0.24,-0.02,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.97
0.25,-0.02,-0.96
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.98
0.24,-0.04,-0.98
0.24,-0.04,-0.98
0.24,-0.04,-0.98
0.24,-0.04,-0.98
0.24,-0.04,-0.98
0.24,-0.04,-0.98
0.24,-0.04,-0.98
0.25,-0.04,-0.98
0.25,-0.04,-0.98
0.25,-0.04,-0.98
0.25,-0.04,-0.98
0.25,-0.04,-0.97
0.25,-0.04,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.96
0.25,-0.03,-0.96
0.25,-0.03,-0.96
0.25,-0.03,-0.96
0.25,-0.03,-0.96
0.25,-0.03,-0.96
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.03,-0.97
0.25,-0.04,-0.97
