sample30
ax,ay,az
0.02,0.01,-0.99
-0.01,-0.04,-0.98
-0.03,-0.09,-0.97
-0.05,-0.13,-0.97
-0.07,-0.18,-0.96
-0.08,-0.23,-0.95
-0.10,-0.28,-0.95
-0.12,-0.33,-0.94
-0.12,-0.33,-0.94
-0.11,-0.33,-0.95
-0.11,-0.33,-0.95
-0.11,-0.33,-0.94
-0.11,-0.34,-0.95
-0.11,-0.34,-0.94
-0.11,-0.34,-0.94
-0.11,-0.33,-0.94
-0.11,-0.33,-0.94
-0.11,-0.33,-0.93
-0.11,-0.33,-0.93
-0.11,-0.33,-0.93
-0.11,-0.33,-0.93
-0.12,-0.33,-0.93
-0.12,-0.33,-0.93
-0.12,-0.33,-0.93
-0.12,-0.33,-0.93
-0.12,-0.33,-0.93
-0.12,-0.33,-0.94
-0.11,-0.34,-0.94
-0.11,-0.34,-0.94
-0.12,-0.34,-0.94
-0.12,-0.34,-0.94
-0.12,-0.34,-0.94
-0.12,-0.34,-0.94
-0.12,-0.34,-0.94
-0.12,-0.33,-0.94
-0.12,-0.33,-0.94
-0.12,-0.33,-0.94
-0.12,-0.33,-0.94
-0.13,-0.33,-0.93
-0.13,-0.33,-0.93
-0.13,-0.33,-0.93
-0.13,-0.33,-0.94
-0.13,-0.33,-0.94
-0.13,-0.33,-0.94
-0.13,-0.33,-0.94
-0.13,-0.33,-0.94
-0.13,-0.33,-0.94
-0.12,-0.33,-0.94
-0.12,-0.33,-0.93
-0.12,-0.33,-0.93
-0.12,-0.33,-0.93
-0.12,-0.33,-0.93
-0.12,-0.33,-0.93
-0.12,-0.34,-0.93
-0.12,-0.34,-0.93
-0.12,-0.34,-0.93
-0.13,-0.34,-0.94
-0.13,-0.34,-0.94
-0.14,-0.34,-0.95
-0.14,-0.34,-0.95
-0.15,-0.33,-0.96
-0.15,-0.33,-0.96
-0.15,-0.33,-0.96
-0.16,-0.33,-0.97
-0.16,-0.33,-0.97
-0.16,-0.33,-0.96
-0.15,-0.33,-0.96
-0.15,-0.33,-0.96
-0.15,-0.33,-0.95
-0.14,-0.33,-0.95
-0.13,-0.32,-0.95
-0.13,-0.32,-0.94
-0.12,-0.32,-0.94
-0.11,-0.32,-0.93
-0.11,-0.32,-0.93
-0.10,-0.32,-0.92
-0.09,-0.32,-0.92
-0.09,-0.33,-0.91
-0.08,-0.33,-0.91
-0.08,-0.34,-0.91
-0.08,-0.34,-0.90
-0.08,-0.34,-0.91
-0.08,-0.35,-0.91
-0.09,-0.35,-0.92
-0.09,-0.35,-0.92
-0.10,-0.35,-0.93
-0.10,-0.35,-0.93
-0.11,-0.35,-0.94
-0.12,-0.35,-0.95
-0.13,-0.35,-0.95
-0.14,-0.35,-0.96
-0.14,-0.35,-0.96
-0.15,-0.34,-0.97
-0.15,-0.34,-0.97
-0.15,-0.34,-0.98
-0.15,-0.34,-0.98
-0.15,-0.33,-0.98
-0.14,-0.33,-0.98
-0.13,-0.32,-0.98
-0.12,-0.32,-0.97
-0.11,-0.32,-0.96
-0.09,-0.32,-0.95
-0.08,-0.32,-0.94
-0.07,-0.32,-0.93
-0.06,-0.32,-0.92
-0.05,-0.32,-0.91
-0.05,-0.32,-0.91
-0.04,-0.32,-0.90
-0.04,-0.32,-0.89
-0.03,-0.32,-0.89
-0.03,-0.32,-0.89
-0.04,-0.32,-0.89
-0.04,-0.33,-0.89
-0.04,-0.33,-0.90
-0.04,-0.33,-0.90
-0.05,-0.34,-0.90
-0.05,-0.34,-0.91
-0.05,-0.34,-0.92
-0.06,-0.34,-0.92
-0.06,-0.35,-0.93
-0.07,-0.35,-0.93
-0.07,-0.35,-0.94
-0.07,-0.35,-0.94
-0.08,-0.35,-0.95
-0.08,-0.34,-0.95
-0.08,-0.34,-0.95
-0.08,-0.34,-0.95
-0.09,-0.34,-0.95
-0.09,-0.34,-0.95
-0.09,-0.34,-0.96
-0.10,-0.34,-0.96
-0.11,-0.34,-0.97
-0.11,-0.34,-0.97
-0.12,-0.34,-0.98
-0.13,-0.34,-0.98
-0.14,-0.34,-0.98
-0.14,-0.34,-0.99
-0.15,-0.34,-0.99
-0.16,-0.34,-0.99
-0.17,-0.35,-1.00
-0.19,-0.35,-1.01
-0.20,-0.36,-1.02
-0.21,-0.36,-1.03
-0.23,-0.37,-1.05
-0.24,-0.37,-1.07
-0.25,-0.37,-1.08
-0.25,-0.37,-1.10
-0.25,-0.37,-1.11
-0.25,-0.36,-1.11
-0.24,-0.36,-1.12
-0.23,-0.36,-1.12
-0.22,-0.36,-1.11
-0.20,-0.35,-1.10
-0.18,-0.35,-1.09
-0.16,-0.35,-1.07
-0.14,-0.35,-1.06
-0.13,-0.35,-1.05
-0.12,-0.35,-1.04
-0.10,-0.35,-1.03
-0.09,-0.34,-1.02
-0.08,-0.34,-1.01
-0.07,-0.34,-1.00
-0.07,-0.33,-1.00
-0.06,-0.33,-0.99
-0.05,-0.32,-0.98
-0.04,-0.31,-0.97
-0.03,-0.31,-0.97
-0.02,-0.30,-0.96
-0.02,-0.30,-0.96
-0.01,-0.30,-0.96
-0.01,-0.30,-0.96
-0.01,-0.30,-0.96
-0.00,-0.31,-0.95
0.00,-0.31,-0.95
0.00,-0.31,-0.95
0.00,-0.31,-0.95
0.00,-0.30,-0.95
0.01,-0.30,-0.94
0.01,-0.30,-0.94
0.01,-0.30,-0.94
0.01,-0.29,-0.94
0.00,-0.29,-0.94
-0.00,-0.28,-0.94
-0.00,-0.27,-0.94
-0.01,-0.26,-0.94
-0.01,-0.25,-0.94
-0.02,-0.24,-0.95
-0.02,-0.23,-0.95
-0.02,-0.22,-0.96
-0.02,-0.21,-0.96
-0.02,-0.21,-0.98
-0.02,-0.20,-0.99
-0.02,-0.19,-0.99
-0.02,-0.18,-1.00
-0.02,-0.17,-1.01
-0.02,-0.16,-1.01
-0.01,-0.15,-1.02
-0.01,-0.14,-1.02
-0.01,-0.13,-1.02
-0.00,-0.12,-1.03
0.00,-0.11,-1.04
0.00,-0.11,-1.04
0.00,-0.10,-1.05
0.01,-0.09,-1.05
0.01,-0.09,-1.06
0.02,-0.09,-1.06
0.02,-0.08,-1.06
0.03,-0.08,-1.06
0.04,-0.07,-1.05
0.04,-0.06,-1.05
0.05,-0.06,-1.05
0.05,-0.05,-1.04
0.05,-0.04,-1.04
0.05,-0.04,-1.04
0.05,-0.03,-1.04
0.05,-0.03,-1.03
0.05,-0.02,-1.02
0.06,-0.02,-1.01
0.06,-0.02,-0.99
0.07,-0.02,-0.98
0.07,-0.01,-0.96
0.06,-0.01,-0.94
0.06,-0.01,-0.93
0.06,-0.02,-0.91
0.07,-0.02,-0.90
0.08,-0.03,-0.88
0.09,-0.04,-0.86
0.12,-0.06,-0.84
0.15,-0.08,-0.81
0.20,-0.09,-0.78
0.25,-0.11,-0.75
0.30,-0.12,-0.71
0.36,-0.13,-0.68
0.41,-0.14,-0.66
0.45,-0.15,-0.64
0.49,-0.15,-0.63
0.52,-0.15,-0.63
0.54,-0.14,-0.64
0.55,-0.14,-0.65
0.54,-0.12,-0.67
0.53,-0.11,-0.69
0.52,-0.10,-0.71
0.50,-0.09,-0.74
0.47,-0.07,-0.77
0.44,-0.06,-0.80
0.41,-0.05,-0.83
0.38,-0.04,-0.86
0.35,-0.03,-0.89
0.32,-0.03,-0.92
0.30,-0.02,-0.94
0.28,-0.01,-0.96
0.26,-0.00,-0.98
0.25,0.00,-0.99
0.24,0.01,-1.00
0.23,0.01,-1.00
0.22,0.02,-1.01
0.22,0.02,-1.01
0.22,0.02,-1.01
0.21,0.02,-1.01
0.21,0.02,-1.01
0.22,0.01,-1.01
0.22,0.01,-1.01
0.22,0.01,-1.01
0.22,-0.00,-1.00
0.22,-0.01,-1.00
0.23,-0.01,-1.00
0.23,-0.01,-1.00
0.23,-0.02,-1.00
0.23,-0.02,-1.00
0.23,-0.02,-0.99
0.23,-0.02,-0.99
0.23,-0.02,-0.99
0.23,-0.02,-0.99
0.23,-0.01,-0.99
0.22,-0.01,-0.99
0.22,-0.01,-0.99
0.22,-0.01,-0.99
0.22,-0.01,-0.98
0.22,-0.00,-0.98
0.22,-0.00,-0.98
0.22,-0.00,-0.98
0.22,0.00,-0.98
0.22,0.00,-0.97
0.22,0.00,-0.97
0.22,0.00,-0.97
0.22,0.00,-0.97




