sample24
ax,ay,az
0.01,-0.05,-1.00
-0.01,-0.08,-1.00
-0.03,-0.11,-0.99
-0.04,-0.14,-0.99
-0.06,-0.16,-0.99
-0.07,-0.19,-0.99
-0.09,-0.22,-0.98
-0.11,-0.25,-0.98
-0.10,-0.25,-0.98
-0.11,-0.25,-0.98
-0.11,-0.25,-0.98
-0.12,-0.25,-0.98
-0.13,-0.25,-0.98
-0.14,-0.25,-0.99
-0.15,-0.25,-0.99
-0.17,-0.25,-1.00
-0.19,-0.25,-1.01
-0.21,-0.25,-1.03
-0.23,-0.24,-1.04
-0.24,-0.24,-1.06
-0.25,-0.24,-1.07
-0.27,-0.25,-1.09
-0.28,-0.25,-1.10
-0.28,-0.25,-1.11
-0.29,-0.26,-1.11
-0.29,-0.26,-1.11
-0.29,-0.27,-1.11
-0.28,-0.27,-1.10
-0.28,-0.27,-1.09
-0.27,-0.28,-1.07
-0.26,-0.28,-1.06
-0.25,-0.28,-1.04
-0.24,-0.28,-1.03
-0.23,-0.28,-1.01
-0.22,-0.29,-1.00
-0.20,-0.29,-0.98
-0.19,-0.30,-0.97
-0.17,-0.30,-0.96
-0.15,-0.31,-0.95
-0.14,-0.31,-0.94
-0.13,-0.32,-0.94
-0.12,-0.32,-0.93
-0.11,-0.33,-0.93
-0.10,-0.33,-0.93
-0.09,-0.33,-0.93
-0.08,-0.33,-0.92
-0.07,-0.33,-0.92
-0.06,-0.33,-0.92
-0.05,-0.33,-0.92
-0.05,-0.33,-0.92
-0.05,-0.32,-0.93
-0.05,-0.31,-0.93
-0.06,-0.31,-0.94
-0.06,-0.30,-0.94
-0.06,-0.30,-0.95
-0.06,-0.30,-0.95
-0.06,-0.30,-0.95
-0.06,-0.29,-0.96
-0.06,-0.29,-0.96
-0.06,-0.30,-0.96
-0.06,-0.30,-0.97
-0.06,-0.30,-0.97
-0.06,-0.30,-0.98
-0.06,-0.30,-0.98
-0.06,-0.30,-0.99
-0.06,-0.30,-0.99
-0.06,-0.30,-1.00
-0.06,-0.30,-1.00
-0.06,-0.29,-1.00
-0.06,-0.29,-1.00
-0.06,-0.29,-1.00
-0.06,-0.29,-1.00
-0.06,-0.29,-1.00
-0.05,-0.29,-1.00
-0.05,-0.29,-1.00
-0.04,-0.29,-1.00
-0.04,-0.29,-1.00
-0.03,-0.29,-0.99
-0.02,-0.29,-0.99
-0.01,-0.29,-0.99
-0.01,-0.29,-0.98
-0.00,-0.28,-0.98
-0.00,-0.28,-0.98
0.00,-0.27,-0.98
0.00,-0.26,-0.98
-0.00,-0.25,-0.98
-0.01,-0.24,-0.98
-0.01,-0.23,-0.99
-0.02,-0.22,-0.99
-0.02,-0.21,-0.99
-0.02,-0.20,-0.98
-0.01,-0.19,-0.98
-0.01,-0.18,-0.98
-0.00,-0.18,-0.97
0.01,-0.18,-0.97
0.02,-0.17,-0.97
0.03,-0.17,-0.96
0.03,-0.17,-0.96
0.04,-0.16,-0.96
0.05,-0.16,-0.95
0.06,-0.16,-0.95
0.07,-0.15,-0.94
0.08,-0.15,-0.94
0.08,-0.14,-0.93
0.09,-0.14,-0.92
0.10,-0.13,-0.92
0.11,-0.13,-0.91
0.11,-0.12,-0.90
0.12,-0.12,-0.90
0.13,-0.11,-0.89
0.13,-0.11,-0.89
0.14,-0.10,-0.89
0.14,-0.10,-0.88
0.14,-0.10,-0.88
0.15,-0.09,-0.88
0.15,-0.09,-0.88
0.15,-0.08,-0.88
0.15,-0.07,-0.88
0.15,-0.07,-0.87
0.15,-0.06,-0.87
0.15,-0.06,-0.87
0.15,-0.05,-0.87
0.15,-0.05,-0.88
0.15,-0.05,-0.88
0.14,-0.05,-0.88
0.14,-0.04,-0.89
0.13,-0.04,-0.90
0.12,-0.04,-0.91
0.12,-0.04,-0.92
0.11,-0.04,-0.93
0.10,-0.04,-0.94
0.09,-0.03,-0.94
0.08,-0.03,-0.95
0.08,-0.03,-0.96
0.07,-0.03,-0.96
0.07,-0.03,-0.97
0.06,-0.03,-0.97
0.05,-0.03,-0.98
0.05,-0.03,-0.99
0.04,-0.03,-0.99
0.04,-0.03,-1.00
0.03,-0.03,-1.00
0.03,-0.03,-1.01
0.02,-0.03,-1.01
0.02,-0.03,-1.01
0.02,-0.03,-1.01
0.02,-0.04,-1.01
0.02,-0.04,-1.02
0.01,-0.04,-1.02
0.01,-0.04,-1.02
0.01,-0.04,-1.02
0.01,-0.04,-1.02
0.01,-0.04,-1.02
0.01,-0.04,-1.02
0.01,-0.04,-1.02
0.01,-0.04,-1.02
0.01,-0.04,-1.02
0.02,-0.04,-1.01
0.02,-0.04,-1.01
0.02,-0.04,-1.01
0.02,-0.04,-1.01
0.03,-0.04,-1.00
0.03,-0.04,-1.00
0.03,-0.04,-1.00
0.03,-0.04,-0.99
0.03,-0.04,-0.99
0.04,-0.04,-0.99
0.04,-0.04,-0.99
0.04,-0.04,-0.99
0.03,-0.04,-0.99
0.03,-0.04,-0.99
