sample26
ax,ay,az
0.04,-0.05,-0.99
0.02,-0.09,-0.99
0.00,-0.13,-0.99
-0.02,-0.17,-0.99
-0.04,-0.22,-0.99
-0.05,-0.26,-0.99
-0.07,-0.30,-0.99
-0.08,-0.34,-0.99
-0.08,-0.34,-0.99
-0.06,-0.34,-0.98
-0.05,-0.34,-0.97
-0.04,-0.34,-0.96
-0.03,-0.33,-0.95
-0.02,-0.33,-0.94
-0.01,-0.33,-0.93
0.00,-0.33,-0.92
0.01,-0.32,-0.91
0.01,-0.32,-0.91
0.01,-0.33,-0.91
0.01,-0.33,-0.92
0.00,-0.33,-0.92
-0.01,-0.34,-0.94
-0.02,-0.34,-0.95
-0.03,-0.35,-0.96
-0.04,-0.35,-0.98
-0.05,-0.35,-1.00
-0.06,-0.35,-1.02
-0.07,-0.35,-1.03
-0.07,-0.35,-1.05
-0.08,-0.35,-1.06
-0.09,-0.35,-1.07
-0.09,-0.34,-1.08
-0.09,-0.34,-1.08
-0.09,-0.34,-1.09
-0.09,-0.33,-1.08
-0.08,-0.33,-1.08
-0.08,-0.32,-1.08
-0.07,-0.32,-1.07
-0.07,-0.32,-1.06
-0.06,-0.32,-1.06
-0.06,-0.32,-1.05
-0.05,-0.32,-1.04
-0.04,-0.32,-1.04
-0.04,-0.32,-1.03
-0.03,-0.31,-1.02
-0.03,-0.31,-1.02
-0.03,-0.30,-1.02
-0.03,-0.30,-1.01
-0.02,-0.29,-1.00
-0.02,-0.29,-1.00
-0.01,-0.28,-0.99
-0.01,-0.28,-0.98
-0.01,-0.28,-0.98
-0.00,-0.27,-0.97
-0.00,-0.27,-0.97
-0.00,-0.26,-0.97
-0.00,-0.25,-0.96
-0.00,-0.25,-0.97
-0.00,-0.24,-0.97
-0.00,-0.24,-0.97
0.00,-0.23,-0.97
0.00,-0.23,-0.97
0.01,-0.23,-0.97
0.01,-0.22,-0.97
0.00,-0.22,-0.97
0.00,-0.21,-0.98
-0.00,-0.21,-0.99
-0.01,-0.20,-1.00
-0.01,-0.19,-1.01
-0.02,-0.18,-1.02
-0.03,-0.17,-1.03
-0.03,-0.16,-1.04
-0.04,-0.15,-1.05
-0.04,-0.14,-1.06
-0.05,-0.13,-1.06
-0.04,-0.12,-1.06
-0.04,-0.11,-1.06
-0.04,-0.10,-1.06
-0.03,-0.09,-1.05
-0.02,-0.08,-1.04
-0.01,-0.07,-1.02
-0.00,-0.06,-1.01
0.00,-0.06,-1.00
0.01,-0.05,-1.00
0.02,-0.04,-0.99
0.02,-0.04,-0.99
0.02,-0.03,-0.98
0.03,-0.02,-0.98
0.03,-0.01,-0.98
0.03,-0.00,-0.97
0.03,0.01,-0.97
0.03,0.02,-0.96
0.03,0.04,-0.95
0.03,0.05,-0.94
0.03,0.06,-0.93
0.04,0.06,-0.92
0.05,0.07,-0.91
0.07,0.07,-0.90
0.09,0.07,-0.88
0.11,0.07,-0.87
0.13,0.07,-0.86
0.15,0.07,-0.85
0.17,0.06,-0.84
0.20,0.06,-0.83
0.22,0.06,-0.82
0.25,0.05,-0.81
0.28,0.05,-0.80
0.30,0.04,-0.79
0.33,0.03,-0.79
0.34,0.03,-0.79
0.35,0.02,-0.79
0.36,0.02,-0.80
0.36,0.02,-0.81
0.35,0.02,-0.81
0.35,0.02,-0.82
0.34,0.02,-0.83
0.33,0.02,-0.84
0.31,0.02,-0.85
0.30,0.02,-0.86
0.28,0.02,-0.87
0.25,0.01,-0.89
0.23,0.01,-0.91
0.20,0.02,-0.93
0.17,0.02,-0.95
0.14,0.02,-0.96
0.11,0.03,-0.98
0.08,0.03,-0.99
0.06,0.04,-1.01
0.04,0.05,-1.01
0.02,0.05,-1.02
0.00,0.06,-1.03
-0.01,0.07,-1.03
-0.02,0.08,-1.03
-0.03,0.08,-1.03
-0.03,0.09,-1.03
-0.04,0.09,-1.03
