sample23
ax,ay,az
-0.01,-0.01,-1.00
-0.02,-0.04,-0.99
-0.04,-0.07,-0.99
-0.05,-0.10,-0.98
-0.07,-0.12,-0.98
-0.08,-0.16,-0.98
-0.10,-0.19,-0.97
-0.11,-0.22,-0.97
-0.11,-0.22,-0.97
-0.11,-0.22,-0.97
-0.12,-0.22,-0.97
-0.12,-0.23,-0.97
-0.13,-0.23,-0.97
-0.13,-0.23,-0.98
-0.14,-0.24,-0.98
-0.15,-0.24,-0.98
-0.16,-0.25,-0.99
-0.17,-0.26,-1.00
-0.18,-0.26,-1.01
-0.20,-0.27,-1.03
-0.21,-0.28,-1.05
-0.21,-0.29,-1.07
-0.22,-0.29,-1.08
-0.22,-0.30,-1.10
-0.23,-0.31,-1.11
-0.23,-0.31,-1.12
-0.23,-0.32,-1.12
-0.22,-0.32,-1.12
-0.21,-0.32,-1.11
-0.21,-0.32,-1.10
-0.20,-0.32,-1.09
-0.19,-0.32,-1.08
-0.17,-0.32,-1.07
-0.16,-0.32,-1.06
-0.15,-0.31,-1.05
-0.14,-0.31,-1.04
-0.13,-0.31,-1.03
-0.12,-0.30,-1.01
-0.11,-0.30,-1.00
-0.11,-0.30,-0.99
-0.10,-0.30,-0.98
-0.09,-0.31,-0.97
-0.09,-0.31,-0.96
-0.09,-0.31,-0.96
-0.09,-0.31,-0.96
-0.09,-0.32,-0.96
-0.09,-0.32,-0.96
-0.09,-0.32,-0.96
-0.09,-0.33,-0.95
-0.09,-0.33,-0.95
-0.09,-0.33,-0.95
-0.09,-0.33,-0.95
-0.09,-0.33,-0.94
-0.09,-0.33,-0.94
-0.10,-0.33,-0.94
-0.10,-0.33,-0.95
-0.10,-0.33,-0.95
-0.09,-0.33,-0.95
-0.09,-0.33,-0.95
-0.08,-0.33,-0.94
-0.08,-0.33,-0.94
-0.07,-0.33,-0.94
-0.07,-0.33,-0.94
-0.06,-0.33,-0.94
-0.06,-0.33,-0.94
-0.06,-0.32,-0.94
-0.05,-0.32,-0.94
-0.05,-0.31,-0.94
-0.05,-0.30,-0.94
-0.05,-0.29,-0.95
-0.06,-0.28,-0.95
-0.06,-0.27,-0.96
-0.06,-0.25,-0.96
-0.07,-0.24,-0.97
-0.08,-0.22,-0.98
-0.08,-0.20,-0.98
-0.09,-0.19,-0.99
-0.09,-0.17,-0.99
-0.10,-0.15,-0.99
-0.10,-0.13,-0.99
-0.10,-0.12,-0.99
-0.10,-0.10,-0.99
-0.10,-0.09,-0.99
-0.10,-0.08,-0.99
-0.10,-0.07,-0.99
-0.10,-0.06,-0.99
-0.10,-0.05,-0.99
-0.10,-0.04,-0.99
-0.10,-0.04,-1.00
-0.10,-0.03,-1.00
-0.09,-0.03,-1.00
-0.09,-0.03,-1.01
-0.09,-0.03,-1.01
-0.09,-0.03,-1.02
-0.09,-0.03,-1.02
-0.09,-0.03,-1.02
-0.09,-0.03,-1.02
-0.09,-0.02,-1.02
-0.09,-0.02,-1.01
-0.09,-0.02,-1.01
-0.09,-0.02,-1.01
-0.09,-0.02,-1.01
-0.09,-0.02,-1.01
-0.09,-0.02,-1.00
-0.09,-0.02,-1.00
-0.08,-0.02,-0.99
-0.08,-0.02,-0.99
-0.08,-0.02,-0.99
-0.08,-0.02,-0.98
-0.07,-0.02,-0.98
-0.07,-0.02,-0.97
-0.06,-0.02,-0.97
-0.05,-0.02,-0.96
-0.03,-0.03,-0.96
-0.02,-0.04,-0.95
0.00,-0.04,-0.94
0.02,-0.05,-0.94
0.03,-0.05,-0.93
0.05,-0.06,-0.92
0.08,-0.06,-0.91
0.10,-0.06,-0.90
0.12,-0.07,-0.89
0.15,-0.07,-0.88
0.18,-0.08,-0.87
0.20,-0.08,-0.86
0.23,-0.08,-0.85
0.25,-0.08,-0.84
0.26,-0.09,-0.83
0.27,-0.09,-0.83
0.27,-0.09,-0.83
0.28,-0.09,-0.82
0.27,-0.09,-0.83
0.27,-0.09,-0.83
0.26,-0.09,-0.84
0.24,-0.09,-0.86
0.22,-0.10,-0.87
0.21,-0.10,-0.89
0.19,-0.10,-0.90
0.17,-0.10,-0.92
0.14,-0.10,-0.93
0.12,-0.10,-0.95
0.11,-0.10,-0.96
0.09,-0.09,-0.96
0.08,-0.09,-0.97
0.06,-0.08,-0.98
0.05,-0.07,-0.98
0.03,-0.06,-0.99
0.02,-0.05,-1.00
0.01,-0.04,-1.00
-0.00,-0.03,-1.00
-0.01,-0.02,-1.01
-0.01,-0.01,-1.01
-0.02,0.00,-1.01
-0.02,0.01,-1.01
-0.02,0.01,-1.01
-0.02,0.02,-1.02
-0.02,0.02,-1.02
-0.02,0.02,-1.02
-0.02,0.02,-1.02
-0.02,0.02,-1.02
-0.02,0.02,-1.01
-0.02,0.02,-1.01
-0.01,0.02,-1.01
