sample10
ax,ay,az
0.20,-0.07,-0.99
0.23,-0.06,-1.00
0.27,-0.05,-1.01
0.31,-0.04,-1.02
0.35,-0.03,-1.04
0.39,-0.02,-1.06
0.43,-0.02,-1.08
0.48,-0.00,-1.11
0.49,-0.00,-1.13
0.50,0.00,-1.15
0.51,0.00,-1.18
0.50,-0.00,-1.20
0.50,-0.00,-1.22
0.48,-0.01,-1.24
0.46,-0.01,-1.25
0.43,-0.01,-1.25
0.39,-0.01,-1.25
0.34,-0.01,-1.25
0.29,-0.00,-1.24
0.23,0.00,-1.23
0.18,0.01,-1.22
0.12,0.01,-1.22
0.07,0.01,-1.21
0.02,0.01,-1.21
-0.03,0.01,-1.21
-0.07,-0.00,-1.21
-0.10,-0.01,-1.21
-0.13,-0.02,-1.21
-0.16,-0.03,-1.20
-0.17,-0.03,-1.19
-0.19,-0.04,-1.19
-0.21,-0.05,-1.18
-0.22,-0.06,-1.17
-0.24,-0.06,-1.16
-0.26,-0.06,-1.15
-0.28,-0.06,-1.14
-0.30,-0.06,-1.13
-0.33,-0.06,-1.12
-0.35,-0.06,-1.11
-0.38,-0.06,-1.09
-0.40,-0.05,-1.08
-0.42,-0.05,-1.05
-0.45,-0.05,-1.03
-0.47,-0.04,-1.01
-0.49,-0.04,-0.98
-0.52,-0.03,-0.96
-0.54,-0.03,-0.94
-0.57,-0.02,-0.92
-0.59,-0.02,-0.90
-0.61,-0.02,-0.88
-0.63,-0.02,-0.85
-0.65,-0.01,-0.84
-0.67,-0.01,-0.82
-0.68,-0.01,-0.80
-0.69,-0.00,-0.78
-0.69,0.00,-0.76
-0.69,0.01,-0.74
-0.69,0.02,-0.72
-0.69,0.02,-0.70
-0.68,0.03,-0.68
-0.67,0.04,-0.65
-0.66,0.05,-0.62
-0.64,0.07,-0.60
-0.62,0.08,-0.56
-0.60,0.09,-0.53
-0.57,0.10,-0.50
-0.53,0.12,-0.47
-0.50,0.13,-0.45
-0.46,0.14,-0.43
-0.42,0.14,-0.41
-0.38,0.15,-0.40
-0.34,0.15,-0.39
-0.31,0.15,-0.39
-0.28,0.15,-0.40
