sample10
ax,ay,az
-0.08,-0.18,-0.98
-0.08,-0.17,-0.98
-0.08,-0.17,-0.98
-0.08,-0.16,-0.98
-0.08,-0.16,-0.98
-0.08,-0.16,-0.98
-0.08,-0.16,-0.98
-0.08,-0.15,-0.98
-0.09,-0.15,-0.99
-0.09,-0.16,-0.99
-0.09,-0.16,-0.99
-0.09,-0.16,-0.99
-0.09,-0.16,-0.99
-0.09,-0.16,-0.99
-0.09,-0.16,-0.99
-0.08,-0.16,-0.99
-0.07,-0.16,-0.99
-0.07,-0.16,-0.99
-0.06,-0.17,-0.99
-0.05,-0.17,-0.99
-0.04,-0.17,-0.99
-0.03,-0.18,-0.99
-0.02,-0.18,-0.99
-0.01,-0.19,-0.99
0.00,-0.19,-1.00
0.02,-0.19,-1.01
0.04,-0.19,-1.02
0.06,-0.20,-1.03
0.09,-0.20,-1.04
0.12,-0.20,-1.05
0.15,-0.21,-1.07
0.18,-0.22,-1.08
0.20,-0.22,-1.09
0.21,-0.23,-1.11
0.21,-0.23,-1.12
0.20,-0.23,-1.13
0.19,-0.23,-1.14
0.17,-0.23,-1.15
0.14,-0.23,-1.16
0.12,-0.23,-1.17
0.09,-0.23,-1.17
0.07,-0.22,-1.18
0.04,-0.22,-1.18
0.02,-0.21,-1.18
0.00,-0.21,-1.18
-0.02,-0.20,-1.18
-0.04,-0.20,-1.18
-0.07,-0.19,-1.17
-0.09,-0.18,-1.17
-0.12,-0.17,-1.17
-0.15,-0.16,-1.17
-0.18,-0.16,-1.17
-0.21,-0.15,-1.17
-0.24,-0.14,-1.17
-0.27,-0.14,-1.16
-0.29,-0.13,-1.16
-0.32,-0.13,-1.15
-0.34,-0.12,-1.15
-0.36,-0.11,-1.14
-0.38,-0.10,-1.13
-0.39,-0.10,-1.12
-0.41,-0.09,-1.12
-0.42,-0.09,-1.11
-0.44,-0.08,-1.11
-0.45,-0.08,-1.10
-0.46,-0.07,-1.09
-0.46,-0.06,-1.08
-0.47,-0.05,-1.07
-0.47,-0.04,-1.05
-0.47,-0.03,-1.04
-0.47,-0.02,-1.02
-0.47,-0.01,-1.01
-0.47,0.01,-1.00
-0.47,0.02,-0.99
-0.47,0.03,-0.98
-0.47,0.05,-0.96
-0.47,0.07,-0.95
-0.47,0.08,-0.93
-0.47,0.10,-0.92
-0.47,0.11,-0.90
-0.47,0.13,-0.88
-0.47,0.14,-0.86
-0.47,0.14,-0.85
-0.47,0.15,-0.83
-0.47,0.15,-0.82
-0.47,0.15,-0.81
-0.47,0.15,-0.79
-0.47,0.16,-0.78
-0.47,0.16,-0.76
-0.47,0.16,-0.74
-0.47,0.16,-0.72
-0.46,0.16,-0.71
-0.46,0.15,-0.69
-0.46,0.15,-0.68
-0.45,0.14,-0.67
-0.45,0.13,-0.66
-0.44,0.13,-0.65
-0.44,0.12,-0.64
-0.43,0.12,-0.63
-0.42,0.12,-0.63
-0.41,0.12,-0.62
-0.39,0.12,-0.62
-0.38,0.12,-0.61
-0.36,0.12,-0.61
-0.34,0.13,-0.62
-0.32,0.13,-0.62
-0.31,0.13,-0.62
-0.28,0.13,-0.63
-0.26,0.12,-0.63
-0.24,0.12,-0.63
-0.22,0.12,-0.63
-0.20,0.12,-0.62
-0.18,0.12,-0.62
-0.15,0.11,-0.62
-0.13,0.11,-0.61
-0.11,0.11,-0.61
-0.08,0.10,-0.61
-0.06,0.10,-0.61
-0.03,0.10,-0.61
-0.01,0.09,-0.62
0.01,0.09,-0.63
0.02,0.09,-0.64
0.04,0.09,-0.65
0.05,0.08,-0.67
0.06,0.08,-0.68
0.07,0.07,-0.70
0.08,0.06,-0.72
0.09,0.05,-0.74
0.09,0.04,-0.76
0.10,0.03,-0.79
0.11,0.02,-0.81
0.11,0.00,-0.83
0.12,-0.01,-0.85
0.12,-0.03,-0.88
0.13,-0.04,-0.90
0.13,-0.05,-0.92
0.14,-0.07,-0.94
0.16,-0.08,-0.95
0.17,-0.10,-0.96
0.19,-0.11,-0.98
0.22,-0.12,-0.99
0.24,-0.14,-1.00
0.26,-0.15,-1.02
0.28,-0.16,-1.04
0.29,-0.17,-1.05
0.30,-0.18,-1.07
0.31,-0.19,-1.09
0.31,-0.19,-1.10
0.31,-0.19,-1.12
0.31,-0.19,-1.13
0.31,-0.19,-1.14
0.30,-0.19,-1.14
0.30,-0.19,-1.15
0.28,-0.18,-1.15
0.27,-0.18,-1.16
0.25,-0.17,-1.16
0.23,-0.17,-1.17
0.21,-0.16,-1.17
0.20,-0.16,-1.17
0.18,-0.15,-1.17
0.16,-0.14,-1.17
0.15,-0.14,-1.16
0.14,-0.13,-1.16
0.13,-0.13,-1.15
0.12,-0.12,-1.15
0.12,-0.12,-1.14
0.10,-0.11,-1.14
0.09,-0.11,-1.13
0.09,-0.11,-1.13
0.08,-0.11,-1.12
0.07,-0.11,-1.11
0.06,-0.11,-1.11
0.05,-0.12,-1.10
0.05,-0.13,-1.09
0.05,-0.14,-1.08
0.04,-0.15,-1.07
0.03,-0.16,-1.06
0.03,-0.17,-1.06
0.02,-0.19,-1.05
0.01,-0.20,-1.05
-0.00,-0.21,-1.04
-0.02,-0.23,-1.04
-0.04,-0.24,-1.04
-0.06,-0.25,-1.05
-0.09,-0.26,-1.06
-0.11,-0.27,-1.07
-0.14,-0.28,-1.08
-0.16,-0.29,-1.09
-0.18,-0.30,-1.09
-0.19,-0.30,-1.10
-0.20,-0.31,-1.10
-0.21,-0.31,-1.10
-0.21,-0.31,-1.10
-0.21,-0.31,-1.10
-0.22,-0.30,-1.10
-0.22,-0.30,-1.09
-0.22,-0.30,-1.09
-0.22,-0.29,-1.08
-0.22,-0.29,-1.07
-0.22,-0.29,-1.06
-0.22,-0.28,-1.05
-0.22,-0.28,-1.04
-0.22,-0.28,-1.02
-0.22,-0.27,-1.01
-0.22,-0.27,-1.00
-0.22,-0.26,-0.99
-0.21,-0.26,-0.98
-0.21,-0.25,-0.97
-0.21,-0.25,-0.96
-0.21,-0.24,-0.95
-0.21,-0.24,-0.95
-0.20,-0.24,-0.94
-0.20,-0.24,-0.93
-0.19,-0.23,-0.93
-0.18,-0.23,-0.93
-0.17,-0.23,-0.93
-0.16,-0.23,-0.93
-0.15,-0.23,-0.93
-0.15,-0.23,-0.93
-0.14,-0.23,-0.93
-0.13,-0.23,-0.94
-0.13,-0.23,-0.94
-0.12,-0.23,-0.95
-0.12,-0.23,-0.95
-0.11,-0.23,-0.95
-0.11,-0.23,-0.96
-0.11,-0.23,-0.97
-0.10,-0.23,-0.97
-0.10,-0.23,-0.97
-0.09,-0.23,-0.98
-0.09,-0.23,-0.98
-0.08,-0.23,-0.98
-0.08,-0.23,-0.98
-0.08,-0.23,-0.98
-0.08,-0.23,-0.98
-0.08,-0.23,-0.98
-0.07,-0.23,-0.98
-0.07,-0.23,-0.98
-0.08,-0.23,-0.98
-0.08,-0.23,-0.97
-0.08,-0.23,-0.97
-0.08,-0.23,-0.97
-0.08,-0.23,-0.97
-0.08,-0.23,-0.97
-0.08,-0.23,-0.97
-0.08,-0.23,-0.97
-0.09,-0.22,-0.96
-0.09,-0.22,-0.96
-0.09,-0.22,-0.96
-0.09,-0.22,-0.97
-0.09,-0.22,-0.97
-0.09,-0.22,-0.97
-0.10,-0.22,-0.97
-0.10,-0.22,-0.97
-0.10,-0.22,-0.97
-0.09,-0.22,-0.97
-0.09,-0.22,-0.98
-0.09,-0.22,-0.98
-0.09,-0.22,-0.98
-0.09,-0.22,-0.98
-0.09,-0.22,-0.98
-0.08,-0.22,-0.99
-0.08,-0.22,-0.99
-0.08,-0.22,-0.99
-0.08,-0.22,-0.99
-0.08,-0.22,-0.99
-0.08,-0.22,-0.99
-0.08,-0.22,-0.98
-0.08,-0.22,-0.98
-0.08,-0.22,-0.98
-0.08,-0.22,-0.98
-0.08,-0.22,-0.98
-0.07,-0.22,-0.97
-0.07,-0.22,-0.97
-0.07,-0.21,-0.97
-0.07,-0.21,-0.97
-0.07,-0.21,-0.96
-0.07,-0.21,-0.96
-0.07,-0.21,-0.96
-0.07,-0.21,-0.96
-0.07,-0.21,-0.96
-0.07,-0.21,-0.96
-0.07,-0.21,-0.97
-0.07,-0.21,-0.97
-0.07,-0.21,-0.97
-0.07,-0.21,-0.97




