sample1
ax,ay,az
0.04,-0.04,-0.96
0.04,-0.04,-0.96
0.04,-0.04,-0.96
0.04,-0.05,-0.97
0.04,-0.05,-0.98
0.05,-0.06,-0.99
0.05,-0.07,-1.00
0.06,-0.07,-1.02
0.07,-0.08,-1.03
0.08,-0.08,-1.05
0.10,-0.08,-1.07
0.11,-0.08,-1.08
0.13,-0.07,-1.09
0.14,-0.06,-1.10
0.14,-0.06,-1.11
0.14,-0.05,-1.11
0.13,-0.05,-1.11
0.11,-0.04,-1.10
0.09,-0.04,-1.09
0.07,-0.04,-1.09
0.05,-0.04,-1.07
0.03,-0.04,-1.06
0.01,-0.04,-1.05
-0.01,-0.04,-1.05
-0.02,-0.04,-1.04
-0.03,-0.04,-1.04
-0.03,-0.04,-1.04
-0.03,-0.04,-1.05
-0.03,-0.04,-1.05
-0.03,-0.04,-1.06
-0.03,-0.04,-1.07
-0.02,-0.04,-1.08
-0.02,-0.05,-1.09
-0.03,-0.05,-1.09
-0.04,-0.06,-1.10
-0.05,-0.06,-1.11
-0.07,-0.07,-1.12
-0.10,-0.07,-1.13
-0.12,-0.08,-1.13
-0.15,-0.09,-1.15
-0.17,-0.09,-1.15
-0.20,-0.10,-1.16
-0.23,-0.10,-1.17
-0.25,-0.11,-1.17
-0.28,-0.11,-1.18
-0.30,-0.12,-1.18
-0.32,-0.12,-1.18
-0.34,-0.12,-1.17
-0.36,-0.13,-1.17
-0.38,-0.13,-1.16
-0.39,-0.13,-1.15
-0.40,-0.13,-1.13
-0.41,-0.13,-1.12
-0.41,-0.12,-1.10
-0.42,-0.12,-1.08
-0.41,-0.12,-1.06
-0.41,-0.11,-1.04
-0.41,-0.11,-1.02
-0.40,-0.11,-1.01
-0.40,-0.10,-1.00
-0.40,-0.10,-0.98
-0.40,-0.10,-0.97
-0.40,-0.09,-0.96
-0.40,-0.08,-0.95
-0.40,-0.07,-0.93
-0.40,-0.06,-0.92
-0.40,-0.04,-0.90
-0.40,-0.03,-0.89
-0.41,-0.02,-0.88
-0.42,-0.01,-0.87
-0.43,0.01,-0.86
-0.44,0.02,-0.85
-0.45,0.03,-0.85
-0.46,0.04,-0.84
-0.47,0.05,-0.83
-0.47,0.06,-0.82
-0.47,0.07,-0.81
-0.47,0.08,-0.81
-0.47,0.08,-0.80
-0.46,0.09,-0.80
-0.45,0.09,-0.79
-0.45,0.09,-0.79
-0.44,0.09,-0.78
-0.44,0.09,-0.78
-0.43,0.09,-0.77
-0.43,0.09,-0.76
-0.42,0.08,-0.76
-0.41,0.08,-0.75
-0.41,0.08,-0.75
-0.40,0.07,-0.75
-0.39,0.07,-0.74
-0.39,0.07,-0.74
-0.39,0.06,-0.74
-0.38,0.06,-0.74
-0.38,0.07,-0.74
-0.38,0.07,-0.73
-0.38,0.07,-0.73
-0.37,0.07,-0.73
-0.36,0.08,-0.73
-0.35,0.08,-0.72
-0.34,0.09,-0.72
-0.32,0.10,-0.71
-0.31,0.10,-0.70
-0.30,0.11,-0.69
-0.28,0.12,-0.67
-0.27,0.14,-0.66
-0.26,0.15,-0.65
-0.25,0.16,-0.65
-0.24,0.17,-0.64
-0.23,0.17,-0.64
-0.22,0.17,-0.64
-0.21,0.18,-0.64
-0.19,0.18,-0.65
-0.16,0.18,-0.66
-0.13,0.18,-0.66
-0.10,0.17,-0.66
-0.07,0.16,-0.66
-0.03,0.16,-0.67
0.00,0.15,-0.67
0.04,0.14,-0.68
0.08,0.13,-0.69
0.11,0.11,-0.70
0.14,0.10,-0.71
0.18,0.10,-0.73
0.21,0.09,-0.74
0.23,0.08,-0.76
0.25,0.07,-0.77
0.27,0.06,-0.79
0.29,0.05,-0.82
0.30,0.04,-0.84
0.32,0.04,-0.86
0.34,0.03,-0.88
0.35,0.02,-0.91
0.37,0.02,-0.93
0.39,0.02,-0.96
0.40,0.01,-0.98
0.41,0.01,-1.00
0.41,0.01,-1.03
0.42,0.01,-1.05
0.42,0.01,-1.08
0.41,0.01,-1.11
0.41,0.02,-1.14
0.40,0.03,-1.16
0.39,0.04,-1.17
0.37,0.05,-1.19
0.36,0.06,-1.20
0.34,0.07,-1.20
0.32,0.07,-1.21
0.30,0.08,-1.22
0.28,0.09,-1.22
0.27,0.09,-1.23
0.26,0.09,-1.23
0.25,0.09,-1.23
0.24,0.09,-1.22
0.23,0.09,-1.21
0.22,0.09,-1.21
0.22,0.09,-1.20
0.21,0.09,-1.19
0.20,0.09,-1.18
0.19,0.08,-1.17
0.18,0.08,-1.17
0.17,0.08,-1.16
0.16,0.07,-1.16
0.15,0.07,-1.15
0.14,0.07,-1.14
0.13,0.07,-1.12
0.12,0.07,-1.11
0.11,0.07,-1.10
0.10,0.07,-1.09
0.09,0.07,-1.08
0.07,0.07,-1.07
0.06,0.07,-1.07
0.05,0.07,-1.08
0.03,0.06,-1.08
0.02,0.05,-1.09
0.00,0.03,-1.10
-0.01,0.02,-1.11
-0.02,0.01,-1.11
-0.03,-0.01,-1.11
-0.05,-0.03,-1.11
-0.06,-0.05,-1.11
-0.06,-0.07,-1.11
-0.07,-0.09,-1.11
-0.07,-0.10,-1.10
-0.06,-0.12,-1.09
-0.06,-0.13,-1.09
-0.05,-0.14,-1.09
-0.04,-0.14,-1.09
-0.02,-0.15,-1.08
-0.01,-0.14,-1.07
-0.00,-0.14,-1.06
0.01,-0.13,-1.04
0.02,-0.13,-1.03
0.03,-0.12,-1.02
0.03,-0.11,-1.01
0.04,-0.10,-1.00
0.04,-0.10,-0.99
0.05,-0.09,-0.99
0.05,-0.08,-0.99
0.06,-0.08,-0.99
0.07,-0.07,-0.99
0.07,-0.07,-0.99
0.08,-0.06,-0.98
0.09,-0.06,-0.98
0.09,-0.06,-0.98
0.10,-0.06,-0.98
0.10,-0.05,-0.98
0.10,-0.06,-0.98
0.11,-0.06,-0.98
0.11,-0.06,-0.98
0.11,-0.06,-0.98
0.11,-0.06,-0.98
0.11,-0.06,-0.98
0.11,-0.07,-0.98
0.12,-0.07,-0.98
0.11,-0.07,-0.98
0.11,-0.07,-0.98
0.11,-0.07,-0.99
0.11,-0.07,-0.99
0.11,-0.07,-0.99
0.10,-0.07,-0.99
0.10,-0.07,-0.99
0.10,-0.06,-1.00
0.09,-0.06,-1.00
0.09,-0.06,-1.00
0.09,-0.06,-1.00
0.09,-0.06,-1.00
0.09,-0.06,-1.00
0.09,-0.06,-1.00
0.09,-0.07,-1.00
0.09,-0.07,-1.00
0.09,-0.07,-0.99
0.09,-0.07,-0.99
0.09,-0.07,-0.99
0.09,-0.07,-0.99
0.09,-0.07,-0.99
0.09,-0.07,-0.99
0.10,-0.08,-0.99
0.10,-0.08,-0.99
0.10,-0.08,-0.99
0.10,-0.08,-0.99
0.10,-0.08,-0.99
0.10,-0.08,-0.99
0.10,-0.08,-0.99
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.10,-0.08,-1.00
0.09,-0.08,-1.00
0.09,-0.08,-1.01
0.09,-0.08,-1.01
0.09,-0.08,-1.01
0.09,-0.08,-1.01
0.09,-0.07,-1.01
