sample8
ax,ay,az
-0.05,-0.19,-0.98
-0.04,-0.19,-0.98
-0.04,-0.18,-0.98
-0.03,-0.18,-0.99
-0.03,-0.18,-0.99
-0.01,-0.18,-1.00
-0.00,-0.18,-1.00
0.02,-0.19,-1.01
0.04,-0.19,-1.02
0.07,-0.20,-1.04
0.10,-0.21,-1.05
0.12,-0.22,-1.07
0.15,-0.23,-1.08
0.17,-0.24,-1.10
0.20,-0.24,-1.12
0.22,-0.25,-1.14
0.23,-0.25,-1.16
0.24,-0.25,-1.18
0.24,-0.25,-1.20
0.23,-0.25,-1.22
0.21,-0.25,-1.24
0.18,-0.24,-1.25
0.15,-0.23,-1.27
0.10,-0.23,-1.28
0.06,-0.22,-1.29
0.01,-0.20,-1.29
-0.03,-0.19,-1.28
-0.07,-0.17,-1.27
-0.10,-0.16,-1.26
-0.13,-0.15,-1.24
-0.15,-0.14,-1.22
-0.17,-0.14,-1.20
-0.20,-0.14,-1.18
-0.22,-0.13,-1.16
-0.24,-0.13,-1.15
-0.27,-0.13,-1.13
-0.30,-0.12,-1.12
-0.34,-0.12,-1.11
-0.38,-0.12,-1.10
-0.42,-0.11,-1.10
-0.46,-0.10,-1.09
-0.50,-0.10,-1.08
-0.53,-0.09,-1.07
-0.57,-0.09,-1.06
-0.60,-0.08,-1.05
-0.63,-0.08,-1.04
-0.66,-0.07,-1.02
-0.69,-0.06,-1.00
-0.71,-0.06,-0.98
-0.72,-0.05,-0.95
-0.74,-0.04,-0.93
-0.75,-0.03,-0.91
-0.76,-0.02,-0.89
-0.76,-0.00,-0.87
-0.77,0.01,-0.86
-0.77,0.02,-0.84
-0.76,0.03,-0.83
-0.76,0.04,-0.82
-0.75,0.05,-0.81
-0.73,0.06,-0.79
-0.72,0.07,-0.78
-0.70,0.08,-0.76
-0.68,0.09,-0.74
-0.65,0.10,-0.73
-0.62,0.10,-0.72
-0.59,0.11,-0.70
-0.56,0.11,-0.69
-0.52,0.12,-0.68
-0.48,0.12,-0.66
-0.44,0.12,-0.65
-0.40,0.12,-0.64
-0.36,0.11,-0.62
-0.32,0.11,-0.61
-0.28,0.11,-0.60
-0.24,0.11,-0.59
-0.21,0.10,-0.59
-0.18,0.10,-0.58
-0.16,0.10,-0.58
-0.14,0.10,-0.57
-0.12,0.10,-0.57
-0.11,0.09,-0.57
-0.09,0.10,-0.57
-0.08,0.10,-0.58
-0.08,0.10,-0.58
-0.07,0.10,-0.58
-0.06,0.10,-0.58
-0.05,0.10,-0.59
-0.04,0.10,-0.59
-0.02,0.09,-0.59
0.00,0.09,-0.59
0.02,0.09,-0.59
0.04,0.08,-0.59
0.07,0.08,-0.59
0.09,0.08,-0.59
0.12,0.07,-0.60
0.14,0.07,-0.60
0.17,0.06,-0.61
0.19,0.06,-0.62
0.21,0.05,-0.63
0.22,0.05,-0.65
0.23,0.04,-0.67
0.25,0.04,-0.69
0.26,0.03,-0.72
0.27,0.02,-0.74
0.29,0.02,-0.76
0.30,0.01,-0.78
0.32,0.00,-0.80
0.34,-0.01,-0.81
0.35,-0.02,-0.83
0.37,-0.03,-0.84
0.38,-0.04,-0.85
0.39,-0.05,-0.86
0.41,-0.06,-0.87
0.42,-0.07,-0.88
0.43,-0.07,-0.89
0.43,-0.08,-0.90
0.44,-0.10,-0.91
0.45,-0.11,-0.92
0.45,-0.13,-0.93
0.44,-0.14,-0.95
0.44,-0.16,-0.98
0.42,-0.18,-1.01
0.39,-0.21,-1.05
0.37,-0.23,-1.09
0.34,-0.25,-1.13
0.31,-0.27,-1.17
0.28,-0.29,-1.20
0.25,-0.30,-1.24
0.22,-0.31,-1.26
0.20,-0.32,-1.28
0.18,-0.33,-1.30
0.16,-0.33,-1.32
0.14,-0.32,-1.33
0.12,-0.31,-1.33
0.10,-0.30,-1.33
0.09,-0.28,-1.33
0.08,-0.26,-1.32
0.06,-0.24,-1.30
0.05,-0.22,-1.28
0.05,-0.20,-1.26
0.05,-0.18,-1.23
0.05,-0.17,-1.20
0.05,-0.16,-1.18
0.04,-0.15,-1.15
0.04,-0.14,-1.13
0.02,-0.13,-1.11
0.00,-0.12,-1.09
-0.02,-0.12,-1.08
-0.05,-0.13,-1.07
-0.08,-0.13,-1.07
-0.12,-0.14,-1.07
-0.16,-0.15,-1.08
-0.19,-0.16,-1.09
-0.23,-0.18,-1.10
