sample6
ax,ay,az
0.04,-0.10,-0.99
0.04,-0.10,-0.98
0.05,-0.10,-0.98
0.05,-0.10,-0.98
0.05,-0.10,-0.98
0.06,-0.10,-0.98
0.07,-0.10,-0.98
0.08,-0.10,-0.98
0.09,-0.10,-0.98
0.10,-0.10,-0.98
0.12,-0.11,-0.98
0.14,-0.11,-0.98
0.16,-0.10,-0.99
0.19,-0.10,-0.99
0.22,-0.10,-0.99
0.26,-0.10,-1.00
0.31,-0.09,-1.02
0.36,-0.09,-1.03
0.41,-0.09,-1.05
0.45,-0.10,-1.08
0.48,-0.10,-1.11
0.50,-0.12,-1.14
0.50,-0.13,-1.17
0.49,-0.14,-1.21
0.45,-0.16,-1.23
0.41,-0.17,-1.26
0.35,-0.18,-1.27
0.29,-0.18,-1.28
0.22,-0.17,-1.29
0.15,-0.17,-1.29
0.08,-0.16,-1.28
0.01,-0.14,-1.28
-0.06,-0.13,-1.28
-0.12,-0.12,-1.27
-0.18,-0.11,-1.26
-0.24,-0.11,-1.25
-0.29,-0.10,-1.24
-0.33,-0.10,-1.23
-0.37,-0.09,-1.21
-0.40,-0.09,-1.19
-0.43,-0.09,-1.18
-0.45,-0.09,-1.16
-0.47,-0.09,-1.14
-0.49,-0.09,-1.13
-0.51,-0.09,-1.11
-0.52,-0.09,-1.09
-0.54,-0.09,-1.07
-0.55,-0.08,-1.05
-0.56,-0.08,-1.02
-0.57,-0.07,-1.00
-0.57,-0.07,-0.97
-0.57,-0.06,-0.95
-0.57,-0.06,-0.92
-0.57,-0.06,-0.90
-0.56,-0.06,-0.88
-0.56,-0.06,-0.86
-0.55,-0.06,-0.84
-0.55,-0.06,-0.83
-0.54,-0.06,-0.81
-0.54,-0.06,-0.80
-0.54,-0.06,-0.78
-0.53,-0.07,-0.77
-0.53,-0.07,-0.76
-0.53,-0.07,-0.74
-0.52,-0.07,-0.73
-0.51,-0.07,-0.72
-0.49,-0.07,-0.71
-0.47,-0.07,-0.70
-0.45,-0.06,-0.68
-0.43,-0.06,-0.67
-0.40,-0.05,-0.66
-0.37,-0.05,-0.64
-0.33,-0.04,-0.63
-0.30,-0.03,-0.62
-0.26,-0.03,-0.61
-0.22,-0.02,-0.59
-0.18,-0.02,-0.58
-0.14,-0.01,-0.57
-0.10,-0.01,-0.57
-0.07,-0.01,-0.56
-0.03,-0.01,-0.56
0.00,-0.01,-0.56
0.04,-0.02,-0.56
0.07,-0.02,-0.57
0.10,-0.02,-0.57
0.12,-0.02,-0.58
0.15,-0.02,-0.59
0.17,-0.03,-0.60
0.20,-0.03,-0.61
0.22,-0.04,-0.63
0.24,-0.04,-0.65
0.25,-0.05,-0.67
0.27,-0.05,-0.69
0.28,-0.06,-0.72
0.28,-0.07,-0.75
0.28,-0.07,-0.77
0.28,-0.08,-0.80
0.28,-0.08,-0.83
0.28,-0.08,-0.85
0.29,-0.09,-0.88
0.29,-0.09,-0.90
0.30,-0.09,-0.92
0.31,-0.09,-0.94
0.32,-0.09,-0.96
0.33,-0.09,-0.97
0.35,-0.08,-0.99
0.36,-0.08,-1.00
0.37,-0.07,-1.01
0.38,-0.07,-1.02
0.39,-0.07,-1.03
0.40,-0.06,-1.04
0.41,-0.06,-1.05
0.42,-0.06,-1.06
0.44,-0.06,-1.06
0.45,-0.06,-1.07
0.46,-0.06,-1.08
0.47,-0.07,-1.09
0.48,-0.07,-1.10
0.49,-0.08,-1.11
0.50,-0.09,-1.12
0.50,-0.09,-1.13
0.50,-0.10,-1.15
0.49,-0.11,-1.16
0.47,-0.12,-1.17
0.45,-0.13,-1.19
0.43,-0.14,-1.20
0.40,-0.15,-1.21
0.37,-0.16,-1.23
0.33,-0.17,-1.23
